"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
578;"Lenovo";"Gaming";17.3;"large";1920;1080;0;"2.70";32;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";32;141885;127
579;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.90";16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";16;145401;127
580;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"AMD";" Radeon R5 M430";"linux";8;39907;141
581;"Mediacom";"Notebook";14.0;"medium";1920;1080;0;"1.10";4;"SSD";32;0;"Intel";" HD Graphics 500";"windows";4;20726;157
582;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.60";8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";8;53734;100
583;"HP";"Notebook";13.3;"small";1920;1080;0;"2.40";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;38308;166
584;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.80";16;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";16;81912;141
585;"Dell";"Netbook";11.6;"small";1366;768;0;"1.60";4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"others";4;15718;135
586;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.70";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 980M";"windows";16;125155;127
587;"HP";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";16;79813;127
588;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.60";12;"SSD";256;0;"Intel";" HD Graphics 520";"windows";12;89137;157
589;"Lenovo";"Notebook";15.6;"medium";1366;768;1;"1.80";12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";12;32448;100
590;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";8;94306;127
591;"Asus";"2 in 1 Convertible";15.6;"medium";1366;768;1;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";8;39374;100
592;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"3.60";12;"SSD";512;0;"AMD";" Radeon 530";"windows";12;50563;141
593;"Dell";"2 in 1 Convertible";31.6;"large";1366;768;1;"1.00";4;"SSD";128;0;"Intel";" HD Graphics 615";"windows";4;32128;50
594;"Samsung";"Notebook";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";16;90523;141
595;"Lenovo";"Notebook";17.3;"large";1920;1080;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";4;28185;127
596;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.30";8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";8;24456;100
597;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;107892;166
598;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";8;78535;157
599;"Dell";"2 in 1 Convertible";12.5;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;88978;176
600;"Dell";"Workstation";15.6;"medium";1920;1080;1;"2.80";8;"SSD";256;0;"Nvidia";" Quadro M620";"windows";8;93933;141
601;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;64948;141
602;"HP";"Notebook";15.6;"medium";1366;768;0;"2.40";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;35617;100
603;"Acer";"Notebook";14.0;"medium";1920;1080;0;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;17529;157
604;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.70";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 970M";"windows";16;117163;127
605;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R5 M420";"linux";4;24775;100
606;"MSI";"Gaming";15.6;"medium";3840;2160;0;"2.80";16;"Hybrid";256;2048;"Nvidia";" GeForce GTX 1060";"windows";16;122491;282
607;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;74539;141
608;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";6;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";6;30050;141
609;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.80";8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";8;69211;141
610;"Acer";"Notebook";14.0;"medium";1366;768;0;"1.60";4;"Flash Storage";128;0;"Intel";" HD Graphics 405";"windows";4;18595;112
611;"Lenovo";"Notebook";15.6;"medium";3840;2160;0;"3.10";32;"SSD";1024;0;"Nvidia";" Quadro M2200M";"windows";32;261019;282
612;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.60";16;"HDD";1024;0;"Nvidia";" GeForce GTX 960<U+039C>";"windows";16;46834;141
613;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";4;23651;100
614;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";4;19128;100
615;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.60";4;"HDD";500;0;"Intel";" HD Graphics 620";"linux";4;46300;100
0;"Asus";"Gaming";17.3;"large";1920;1080;0;"1.60";8;"Hybrid";128;1024;"Intel";" UHD Graphics 620";"windows";8;52161;127
618;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;74006;141
619;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;120832;141
620;"Acer";"2 in 1 Convertible";11.6;"small";1366;768;1;"1.60";4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"others";4;20193;135
621;"HP";"Notebook";14.0;"medium";1366;768;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;59887;112
622;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;78055;157
623;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.60";4;"HDD";1024;0;"AMD";" Radeon 530";"windows";4;41345;141
624;"Fujitsu";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;42571;100
0;"HP";"Notebook";15.6;"medium";1366;768;0;"1.60";8;"HDD";500;0;"Intel";" UHD Graphics 620";"windows";8;52161;100
627;"Mediacom";"Notebook";14.0;"medium";1920;1080;0;"1.44";2;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";2;12734;157
628;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"SSD";128;0;"Intel";" HD Graphics 620";"N/A";4;24935;141
0;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.60";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";8;52161;166
631;"Asus";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;101232;157
632;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;78801;141
633;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"1.60";4;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";4;44169;141
634;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";1024;0;"Nvidia";" GeForce 920MX ";"windows";4;30849;141
635;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.10";8;"HDD";1024;0;"Intel";" HD Graphics 500";"windows";8;21259;100
636;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";8;48305;141
637;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;99580;276
638;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"1.60";2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"windows";2;13267;112
639;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;93635;166
640;"Dell";"Notebook";15.6;"medium";3840;2160;1;"2.80";16;"SSD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";16;127819;282
641;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050M";"windows";8;59088;141
642;"HP";"Notebook";17.0;"large";1600;900;0;"3.00";8;"HDD";1024;0;"AMD";" Radeon R5";"windows";8;27754;108
643;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;130536;157
644;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050 Ti";"N/A";8;62284;141
645;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;23976;100
646;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"1.60";4;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";4;14599;112
647;"Acer";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" Graphics 620";"windows";8;48964;157
648;"Razer";"Gaming";14.0;"medium";1920;1080;0;"2.80";16;"SSD";256;0;"Nvidia";" GeForce GTX 1060";"windows";16;138475;157
649;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;64629;166
650;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;84396;176
651;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.70";32;"SSD";512;0;"Nvidia";" GeForce GTX 1080";"windows";32;149131;127
652;"Acer";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";8;37776;141
653;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;77251;166
654;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";8;63499;141
655;"HP";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";4;19442;100
656;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";8;56690;141
657;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";8;"SSD";256;0;"AMD";" Radeon 530";"windows";8;48964;141
658;"Dell";"Notebook";15.6;"medium";1920;1080;0;"1.80";16;"Hybrid";256;2048;"AMD";" Radeon 530";"windows";16;60473;141
659;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.60";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960";"windows";8;63723;141
660;"Dell";"Gaming";17.3;"large";3840;2160;0;"2.80";32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";32;167692;255
661;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.40";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;65481;157
662;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";500;0;"Intel";" HD Graphics 500";"windows";4;22324;100
663;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;28505;141
664;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.00";6;"HDD";1024;0;"AMD";" Radeon R5 M430";"windows";6;28718;141
665;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";8;79215;127
0;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"1.60";8;"SSD";128;0;"Intel";" UHD Graphics 620";"windows";8;52161;100
668;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"HDD";1024;0;"AMD";" Radeon 530";"windows";8;39694;141
669;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;67026;141
670;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"SSD";128;0;"Intel";" HD Graphics 520";"linux";4;21951;100
671;"Microsoft";"Ultrabook";13.5;"small";2256;1504;1;"2.80";8;"SSD";256;0;"Intel";" Iris Plus Graphics 640";"windows";8;99519;201
672;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"AMD";" Radeon R5 M430";"windows";8;43580;141
673;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;55092;166
674;"Lenovo";"Notebook";35.6;"large";1366;768;0;"2.20";4;"SSD";128;0;"AMD";" Radeon R2 Graphics";"windows";4;18595;44
675;"HP";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"2.40";4;"SSD";128;0;"Nvidia";" GeForce 940MX";"windows";4;37243;157
676;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";16;68944;141
677;"Asus";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;60473;157
678;"HP";"2 in 1 Convertible";11.6;"small";1366;768;1;"1.10";8;"Flash Storage";64;0;"Intel";" HD Graphics 500";"others";8;26374;135
679;"LG";"Ultrabook";15.6;"medium";1920;1080;0;"1.80";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;122491;141
680;"Acer";"Gaming";15.6;"medium";1920;1080;0;"2.50";16;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;69211;141
681;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;53168;141
682;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"SSD";128;0;"Intel";" HD Graphics 500";"windows";4;22324;100
683;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.50";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";16;109277;141
684;"HP";"Notebook";17.3;"large";1920;1080;0;"2.00";4;"SSD";256;0;"AMD";" Radeon R5 520";"windows";4;37243;127
685;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.80";8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";8;79867;166
686;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.90";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;149917;141
687;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"AMD";" Radeon 520";"windows";4;32640;100
688;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R5 M430";"windows";4;29073;100
689;"HP";"Notebook";17.3;"large";1920;1080;0;"2.40";6;"HDD";2048;0;"AMD";" Radeon R7 M440";"windows";6;30316;127
690;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"HDD";500;0;"Intel";" HD Graphics 510";"windows";4;16943;100
691;"Acer";"Notebook";14.0;"medium";1366;768;0;"1.60";4;"Flash Storage";32;0;"Intel";" HD Graphics 510";"others";4;19980;112
692;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;58694;157
693;"HP";"Workstation";17.3;"large";1920;1080;0;"2.80";8;"HDD";500;0;"Nvidia";" Quadro M1200";"windows";8;101658;127
694;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;137995;210
695;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;51841;166
696;"Acer";"Netbook";11.6;"small";1366;768;0;"1.60";4;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";4;14332;135
697;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;93187;157
698;"Asus";"2 in 1 Convertible";12.5;"small";1920;1080;1;"0.90";4;"Flash Storage";64;0;"Intel";" HD Graphics 515";"others";4;35644;176
0;"Toshiba";"Ultrabook";13.3;"small";1920;1080;1;"1.60";8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";8;52161;166
701;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";8;43636;141
702;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.90";4;"SSD";256;0;"AMD";" Radeon 530";"windows";4;21259;141
703;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"3.60";8;"HDD";1024;0;"AMD";" Radeon R7";"windows";8;22857;100
704;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"HDD";1024;1024;"Intel";" HD Graphics 620";"windows";4;33111;141
705;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";4;23976;100
706;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;42358;141
707;"Acer";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.60";1;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";1;53227;166
708;"Lenovo";"Workstation";15.6;"medium";1920;1080;0;"2.50";16;"SSD";512;0;"Nvidia";" Quadro M520M";"windows";16;98834;141
709;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;63456;157
710;"HP";"Notebook";17.3;"large";1920;1080;0;"2.50";6;"HDD";2048;0;"AMD";" Radeon 530";"windows";6;34899;127
711;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";8;66547;141
712;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"linux";8;58022;157
713;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 620";"linux";8;38681;141
714;"Asus";"Notebook";14.0;"medium";1920;1080;0;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;15877;157
715;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.60";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;76012;141
716;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce 920MX";"windows";8;45665;157
717;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;62817;141
718;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";500;0;"AMD";" Radeon R4";"windows";4;15877;100
719;"Mediacom";"Notebook";14.0;"medium";1920;1200;0;"1.92";4;"HDD";32;0;"Intel";" HD Graphics 400";"windows";4;14119;162
720;"HP";"Notebook";17.3;"large";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;63936;127
721;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"2.50";64;"SSD";512;0;"Intel";" HD Graphics 520";"windows";64;89864;210
722;"HP";"2 in 1 Convertible";13.3;"small";1366;768;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;44574;118
723;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;79867;157
724;"Dell";"Gaming";17.3;"large";3840;2160;0;"2.80";32;"Hybrid";1024;1024;"Nvidia";" GeForce GTX 1070";"windows";32;194973;255
725;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";8;71847;127
0;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.60";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"N/A";8;52161;100
728;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.40";4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";4;34579;166
729;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"HDD";1024;0;"AMD";" Radeon R7 M445";"linux";8;31410;100
730;"HP";"Notebook";15.6;"medium";1920;1080;0;"3.00";4;"HDD";1024;0;"AMD";" Radeon 520";"windows";4;26054;141
731;"Acer";"Gaming";17.3;"large";1920;1080;0;"2.60";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";16;103097;127
732;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";12;34579;100
733;"HP";"Notebook";15.6;"medium";1920;1080;0;"3.00";6;"Hybrid";128;1024;"AMD";" Radeon 520";"windows";6;34632;141
734;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;29784;100
735;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;51149;166
736;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.70";4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";4;41505;141
737;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.80";16;"SSD";256;0;"Nvidia";" Quadro M2200";"windows";16;128884;141
738;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.60";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";8;35112;166
739;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";16;111594;141
740;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;21887;100
741;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";8;64309;141
742;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;35431;100
743;"Toshiba";"Notebook";14.0;"medium";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;81785;157
744;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;53227;157
745;"Lenovo";"Workstation";15.6;"medium";3840;2160;0;"2.80";16;"SSD";1024;0;"Nvidia";" Quadro M520M";"windows";16;175771;282
746;"Acer";"Notebook";14.0;"medium";1366;768;0;"1.60";2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"others";2;17582;112
0;"Samsung";"Ultrabook";13.3;"small";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;52161;166
749;"Dell";"Notebook";14.0;"medium";1366;768;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;60031;112
750;"HP";"Workstation";17.3;"large";1920;1080;0;"2.90";16;"SSD";256;0;"Nvidia";" Quadro M2000M";"windows";16;233846;127
751;"Lenovo";"Netbook";11.6;"small";1366;768;1;"1.60";4;"SSD";128;0;"Intel";" HD Graphics 400";"windows";4;25308;135
752;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.40";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;101232;141
0;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.60";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"N/A";8;52161;100
755;"Asus";"Notebook";15.6;"medium";1366;768;0;"2.70";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;45283;100
756;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;"1.80";8;"SSD";256;0;"Intel";" HD Graphics 540";"windows";8;63883;276
757;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;58555;141
758;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Nvidia";" Quadro M1000M";"windows";8;83170;141
759;"Dell";"Gaming";15.6;"medium";3840;2160;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;152860;282
760;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;31915;100
761;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;55837;141
762;"Dell";"Ultrabook";12.5;"small";1920;1080;0;"2.80";16;"SSD";256;0;"Intel";" HD Graphics 620";"windows";16;99048;176
763;"Google";"Ultrabook";12.3;"small";2400;1600;1;"1.20";8;"SSD";256;0;"Intel";" HD Graphics 615";"others";8;83064;235
764;"Asus";"Ultrabook";13.3;"small";3200;1800;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;60153;276
765;"Dell";"Notebook";13.3;"small";1366;768;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;45235;118
766;"Acer";"Notebook";13.3;"small";1366;768;0;"2.30";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;34898;118
767;"Asus";"Notebook";17.3;"large";1366;768;0;"1.10";4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"windows";4;25060;91
768;"Dell";"Gaming";15.6;"medium";3840;2160;1;"2.60";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";16;58555;282
769;"Samsung";"Ultrabook";13.3;"small";1920;1080;1;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;85195;166
770;"Acer";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";1024;0;"Intel";" HD Graphics 505";"linux";4;15877;100
771;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";16;"";0;0;"AMD";" Radeon R7 M445";"windows";16;62938;141
772;"Samsung";"2 in 1 Convertible";15.0;"medium";1920;1080;1;"2.70";16;"SSD";256;0;"AMD";" Radeon 540";"windows";16;95851;147
773;"Toshiba";"Notebook";14.0;"medium";1366;768;0;"2.30";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;54346;112
